,Bath(s),Area(Marla),Bedroom(s),Servant Quarters,Kitchens,Store Rooms,Building,Main Location,luxury_type,Parking Spaces,Floor,Elevators,Floor in Building,Price per Unit,Property era,Floor Level,Building Type,Elevator Capacity
2930,2.0,8.0,2.0,1.0,1.0,1.0,Islamabad Heights,G-15,0,1.0,1.0,1.0,5.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
5604,3.0,7.0,2.0,1.0,1.0,1.0,Cube Apartments,Bahria Enclave,0,2.0,4.0,1.0,8.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
2911,2.0,4.0,2.0,1.0,2.0,1.0,Rania Heights,Zaraj Housing Scheme,0,1.0,2.0,2.0,2.0,0.0,Modern Era,Lower Floors,Lower Levels,Dual Setup
4596,1.0,2.0,1.0,1.0,1.0,1.0,Gulberg Business Park,Gulberg Business Park,0,1.0,1.0,1.0,5.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
6433,1.0,2.0,1.0,1.0,1.0,1.0,Margalla View Housing Society,D-17,0,1.0,1.0,1.0,1.0,0.0,Modern Era,Ground/First Floor,Ground/Flat,Single/None
2040,2.0,8.0,2.0,2.0,2.0,2.0,E-11,E-11,0,1.0,4.0,1.0,10.0,0.0,Modern Era,Lower Floors,Mid Rise Core,Single/None
104,2.0,6.0,2.0,2.0,1.0,1.0,Capital Heights,G-11,0,1.0,2.0,4.0,12.0,0.0,Brand New (2025),Lower Floors,Mid Rise Core,Multiple Bank
1502,1.0,2.0,1.0,1.0,1.0,1.0,Top City 1,Top City 1,1,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
5438,2.0,9.0,2.0,1.0,1.0,1.0,F-11,F-11,0,1.0,1.0,1.0,9.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
1404,2.0,4.0,2.0,1.0,1.0,1.0,Gulberg Greens,Gulberg Greens,0,1.0,3.0,1.0,5.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
1785,5.0,8.0,4.0,2.0,2.0,1.0,Diamond Mall & Residency,Gulberg Greens,0,4.0,5.0,6.0,8.0,0.0,Recently Built,Lower Floors,Mid Rise Core,High-Capacity
1924,2.0,6.0,2.0,1.0,1.0,0.0,Diplomatic Enclave,Diplomatic Enclave,0,1.0,1.0,1.0,11.0,1.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
853,4.0,19.0,4.0,1.0,1.0,1.0,Karakoram Enclave 2,F-11,0,2.0,6.0,5.0,9.0,0.0,Recently Built,Mid-Level,Mid Rise Core,High-Capacity
3529,3.0,6.0,3.0,1.0,2.0,1.0,Margalla View Society,Margalla View Housing Society,0,1.0,1.0,1.0,1.0,0.0,Modern Era,Ground/First Floor,Ground/Flat,Single/None
5087,2.0,7.0,2.0,1.0,1.0,1.0,Bahria Enclave,Bahria Enclave,0,1.0,1.0,1.0,9.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
3936,1.0,2.0,1.0,1.0,1.0,1.0,Margalla View Housing Society,D-17,0,2.0,1.0,1.0,1.0,0.0,Brand New (2025),Ground/First Floor,Ground/Flat,Single/None
6332,3.0,5.0,2.0,1.0,1.0,1.0,Residency,DHA Phase 2,1,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
391,1.0,4.0,1.0,1.0,1.0,1.0,The Centaurus,F-8,0,1.0,1.0,4.0,1.0,1.0,Recently Built,Ground/First Floor,Ground/Flat,Multiple Bank
3912,3.0,9.0,2.0,1.0,1.0,1.0,Karakoram Diplomatic Enclave,Karakoram Diplomatic Enclave,0,1.0,2.0,2.0,6.0,1.0,Modern Era,Lower Floors,Mid Rise Core,Dual Setup
4152,2.0,5.0,2.0,0.0,1.0,0.0,The Magnus,Top City 1,0,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
4236,1.0,2.0,1.0,1.0,1.0,1.0,Goldcrest Views,DHA Phase 2,0,1.0,8.0,5.0,40.0,0.0,Future,Mid-Level,Skyscarper,High-Capacity
2651,1.0,2.0,1.0,1.0,1.0,1.0,Faisal Hills,Faisal Hills,0,1.0,1.0,4.0,6.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Multiple Bank
5788,2.0,6.0,2.0,2.0,1.0,4.0,Bright Hills,Pir Sohawa,0,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
3856,2.0,4.0,2.0,1.0,1.0,1.0,G-11,G-11,0,1.0,1.0,1.0,4.0,1.0,Established,Ground/First Floor,Lower Levels,Single/None
589,1.0,2.0,1.0,1.0,1.0,0.0,Bahria Enclave,Bahria Enclave,0,1.0,1.0,1.0,6.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
4264,1.0,3.0,1.0,1.0,1.0,1.0,Al-Ghurair Giga,DHA Phase 2,0,1.0,5.0,1.0,6.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
5536,2.0,6.0,2.0,1.0,1.0,1.0,Top City 1,Top City 1,1,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
6476,3.0,10.0,3.0,0.0,1.0,0.0,Askari Heights 4,DHA Phase 5,0,1.0,1.0,1.0,1.0,0.0,Brand New (2025),Ground/First Floor,Ground/Flat,Single/None
3011,3.0,12.0,3.0,1.0,1.0,1.0,Askari Tower 4,DHA Phase 5,0,1.0,1.0,4.0,7.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Multiple Bank
2253,2.0,5.0,2.0,1.0,1.0,1.0,Top City 1,Top City 1,0,1.0,3.0,1.0,5.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
2684,2.0,6.0,2.0,1.0,1.0,1.0,Zarkon Heights,G-15,0,1.0,3.0,2.0,9.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
5372,2.0,6.0,2.0,1.0,1.0,1.0,E-11,E-11,0,1.0,1.0,1.0,11.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
1973,3.0,8.0,3.0,1.0,1.0,1.0,The Galleria,Bahria Enclave,0,1.0,2.0,1.0,10.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
2175,1.0,3.0,2.0,2.0,1.0,1.0,Cube Apartments,Bahria Enclave,0,1.0,4.0,1.0,22.0,0.0,Recently Built,Lower Floors,High Rise,Single/None
4417,1.0,4.0,1.0,1.0,1.0,1.0,Goldcrest Highlife,DHA Phase 2,0,1.0,20.0,5.0,32.0,0.0,Future,High-Rise,Skyscarper,High-Capacity
4327,1.0,3.0,2.0,1.0,1.0,2.0,G-11,G-11,1,1.0,1.0,3.0,10.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Multiple Bank
3071,2.0,5.0,2.0,1.0,1.0,1.0,Faisal Town Phase 1,Faisal Town Phase 1,0,4.0,1.0,1.0,7.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
2024,2.0,4.0,1.0,1.0,1.0,1.0,Madina Tower,E-11,1,1.0,1.0,1.0,11.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
2420,3.0,12.0,3.0,1.0,1.0,1.0,Askari Heights 4,DHA Phase 5,1,1.0,1.0,1.0,12.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
4614,2.0,4.0,2.0,1.0,1.0,1.0,I-16,I-16,1,1.0,1.0,2.0,7.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Dual Setup
5740,3.0,5.0,2.0,2.0,1.0,1.0,Park View City,Park View City,0,1.0,3.0,1.0,4.0,0.0,Recently Built,Lower Floors,Lower Levels,Single/None
4439,2.0,6.0,2.0,2.0,1.0,1.0,F-10,F-10,0,4.0,1.0,1.0,1.0,1.0,Brand New (2025),Ground/First Floor,Ground/Flat,Single/None
3017,2.0,6.0,2.0,1.0,1.0,1.0,Bahria Enclave,Bahria Enclave,0,1.0,3.0,8.0,9.0,0.0,Recently Built,Lower Floors,Mid Rise Core,High-Capacity
466,3.0,6.0,3.0,1.0,1.0,1.0,Smama Star Mall & Residency,Gulberg Greens,1,2.0,1.0,1.0,8.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
2832,3.0,8.0,3.0,1.0,1.0,1.0,Capital Residencia,Margalla Hills-2,1,1.0,3.0,2.0,15.0,0.0,Modern Era,Lower Floors,High Rise,Dual Setup
4186,1.0,4.0,1.0,1.0,1.0,1.0,I-10,I-10,0,1.0,1.0,1.0,1.0,1.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
3144,2.0,3.0,2.0,1.0,1.0,1.0,I-12,I-12,1,1.0,8.0,2.0,9.0,0.0,Future,Mid-Level,Mid Rise Core,Dual Setup
479,1.0,4.0,1.0,1.0,1.0,1.0,Bani Gala,Bani Gala,1,4.0,1.0,2.0,6.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Dual Setup
2520,4.0,9.0,3.0,0.0,1.0,1.0,Sukh Chayn Residence,F-10,0,2.0,9.0,6.0,12.0,1.0,Recently Built,Mid-Level,Mid Rise Core,High-Capacity
6159,2.0,7.0,2.0,1.0,2.0,1.0,G-11,G-11,0,1.0,2.0,3.0,10.0,1.0,Brand New (2025),Lower Floors,Mid Rise Core,Multiple Bank
2426,2.0,6.0,2.0,2.0,1.0,1.0,F-11,F-11,0,1.0,1.0,4.0,14.0,1.0,Modern Era,Ground/First Floor,High Rise,Multiple Bank
1541,2.0,6.0,2.0,1.0,1.0,1.0,Bahria Enclave,Bahria Enclave,1,1.0,6.0,1.0,9.0,0.0,Brand New (2025),Mid-Level,Mid Rise Core,Single/None
1095,1.0,2.0,1.0,1.0,1.0,1.0,B-17,B-17,0,1.0,1.0,1.0,1.0,0.0,Brand New (2025),Ground/First Floor,Ground/Flat,Single/None
2518,1.0,3.0,1.0,1.0,1.0,1.0,Eighteen,Kashmir Highway,0,1.0,1.0,1.0,8.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
3639,2.0,4.0,2.0,2.0,1.0,1.0,G-10,G-10,0,1.0,3.0,1.0,10.0,1.0,Modern Era,Lower Floors,Mid Rise Core,Single/None
3133,2.0,7.0,2.0,0.0,1.0,0.0,Warda Hamna Residencia 3,G-11,0,1.0,1.0,1.0,9.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
3349,3.0,4.0,2.0,0.0,1.0,0.0,Gulberg Greens,Gulberg Greens,0,1.0,1.0,2.0,8.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Dual Setup
208,3.0,9.0,3.0,2.0,1.0,1.0,Sukh Chayn Residence,F-10,0,2.0,5.0,6.0,12.0,1.0,Brand New (2025),Lower Floors,Mid Rise Core,High-Capacity
5498,1.0,1.0,1.0,1.0,1.0,1.0,Soan Garden,Soan Garden,0,1.0,3.0,1.0,5.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
3837,1.0,3.0,1.0,1.0,1.0,1.0,Capital Residencia,Margalla Hills-2,0,1.0,7.0,2.0,15.0,0.0,Recently Built,Mid-Level,High Rise,Dual Setup
3380,3.0,8.0,3.0,1.0,1.0,1.0,The Galleria,Bahria Enclave,0,1.0,3.0,4.0,9.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Multiple Bank
2940,3.0,9.0,3.0,2.0,1.0,2.0,G-11,G-11,0,1.0,1.0,3.0,10.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Multiple Bank
4623,2.0,4.0,2.0,1.0,2.0,2.0,I-12,I-12,1,4.0,1.0,2.0,9.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Dual Setup
6481,1.0,2.0,1.0,0.0,1.0,0.0,Gulberg Greens,Gulberg Greens,0,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
17,1.0,4.0,1.0,1.0,1.0,1.0,The Centaurus,F-8,0,1.0,1.0,4.0,1.0,1.0,Recently Built,Ground/First Floor,Ground/Flat,Multiple Bank
3876,3.0,6.0,3.0,1.0,1.0,1.0,D-17,D-17,0,1.0,1.0,5.0,10.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,High-Capacity
5547,2.0,4.0,2.0,1.0,1.0,1.0,Gulberg Greens,Gulberg Greens,0,1.0,5.0,2.0,8.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
1084,3.0,9.0,3.0,1.0,1.0,1.0,DHA Phase 1,DHA Phase 1,0,3.0,1.0,1.0,14.0,0.0,Future,Ground/First Floor,High Rise,Single/None
4945,1.0,2.0,1.0,1.0,2.0,1.0,Diamond Mall & Residency,Gulberg Greens,0,1.0,3.0,1.0,1.0,0.0,Recently Built,Lower Floors,Ground/Flat,Single/None
5945,3.0,13.0,3.0,0.0,1.0,0.0,Park Avenue,F-11,0,1.0,1.0,1.0,9.0,0.0,Established,Ground/First Floor,Mid Rise Core,Single/None
1819,5.0,12.0,3.0,1.0,1.0,1.0,The Centaurus,F-8,1,1.0,1.0,4.0,1.0,1.0,Recently Built,Ground/First Floor,Ground/Flat,Multiple Bank
3870,2.0,9.0,2.0,1.0,1.0,1.0,J7 Emporium,B-17,0,2.0,1.0,1.0,31.0,0.0,Future,Ground/First Floor,Skyscarper,Single/None
4168,2.0,4.0,1.0,1.0,1.0,1.0,Eighteen,Kashmir Highway,0,2.0,1.0,1.0,6.0,1.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
3221,1.0,1.0,1.0,2.0,1.0,1.0,Landmark Heights,Ghauri Town,0,3.0,3.0,1.0,7.0,0.0,Modern Era,Lower Floors,Mid Rise Core,Single/None
5784,4.0,13.0,3.0,1.0,2.0,1.0,Askari Tower 1,DHA Phase 2,0,1.0,4.0,2.0,7.0,0.0,Modern Era,Lower Floors,Mid Rise Core,Dual Setup
1211,2.0,6.0,2.0,1.0,1.0,1.0,The Royal Mall and Residency,Bahria Enclave,1,1.0,6.0,10.0,9.0,0.0,Recently Built,Mid-Level,Mid Rise Core,High-Capacity
4881,2.0,6.0,2.0,1.0,1.0,1.0,Mumtaz City,Mumtaz City,0,4.0,2.0,2.0,8.0,0.0,Brand New (2025),Lower Floors,Mid Rise Core,Dual Setup
1249,3.0,5.0,2.0,1.0,1.0,1.0,Sukh Chayn Residence,F-10,0,1.0,5.0,1.0,6.0,1.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
576,1.0,3.0,1.0,2.0,1.0,2.0,Goldcrest Views,DHA Phase 2,0,1.0,11.0,5.0,40.0,0.0,Future,High-Rise,Skyscarper,High-Capacity
4434,1.0,3.0,1.0,0.0,1.0,0.0,Gulberg Greens,Gulberg Greens,0,1.0,3.0,1.0,7.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
4613,2.0,3.0,2.0,1.0,1.0,1.0,I-12,I-12,1,1.0,1.0,2.0,9.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Dual Setup
2237,4.0,6.0,3.0,1.0,2.0,1.0,Gulberg Greens,Gulberg Greens,0,4.0,5.0,4.0,8.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Multiple Bank
260,3.0,12.0,3.0,1.0,2.0,1.0,Diplomatic Enclave,Diplomatic Enclave,0,4.0,1.0,1.0,11.0,1.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
4848,2.0,4.0,2.0,1.0,1.0,1.0,F-17,F-17,0,2.0,2.0,1.0,4.0,0.0,Recently Built,Lower Floors,Lower Levels,Single/None
2777,3.0,9.0,3.0,1.0,2.0,1.0,Faisal Town,Faisal Town Phase 1,0,1.0,1.0,1.0,5.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
3162,2.0,3.0,2.0,1.0,1.0,1.0,I-12,I-12,1,1.0,8.0,2.0,9.0,0.0,Future,Mid-Level,Mid Rise Core,Dual Setup
4322,2.0,3.0,2.0,1.0,2.0,1.0,I-12,I-12,0,1.0,1.0,2.0,9.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Dual Setup
4476,3.0,7.0,2.0,1.0,1.0,1.0,The Centaurus,F-8,0,1.0,1.0,4.0,7.0,1.0,Recently Built,Ground/First Floor,Mid Rise Core,Multiple Bank
1915,2.0,4.0,2.0,1.0,1.0,2.0,Faisal Town Phase 1,Faisal Town Phase 1,0,1.0,3.0,1.0,7.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
3767,1.0,1.0,1.0,2.0,1.0,1.0,Signature Rotana,Top City 1,0,1.0,1.0,1.0,1.0,1.0,Brand New (2025),Ground/First Floor,Ground/Flat,Single/None
2510,2.0,4.0,2.0,1.0,1.0,1.0,MPCHS,B-17,0,2.0,3.0,1.0,4.0,0.0,Recently Built,Lower Floors,Lower Levels,Single/None
1684,3.0,7.0,2.0,1.0,1.0,1.0,Karakoram Greens,Gulberg Greens,0,2.0,13.0,8.0,22.0,1.0,Brand New (2025),High-Rise,High Rise,High-Capacity
2023,2.0,4.0,2.0,1.0,1.0,0.0,Residency,DHA Phase 2,0,1.0,1.0,2.0,8.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Dual Setup
1258,3.0,8.0,2.0,1.0,1.0,1.0,Gulberg Arena Mall,Gulberg Greens,0,4.0,1.0,9.0,9.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,High-Capacity
90,2.0,5.0,2.0,1.0,1.0,1.0,F-17,F-17,1,1.0,1.0,1.0,4.0,0.0,Recently Built,Ground/First Floor,Lower Levels,Single/None
2621,2.0,7.0,2.0,1.0,1.0,1.0,Bani Gala,Bani Gala,0,2.0,1.0,2.0,5.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Dual Setup
163,4.0,10.0,3.0,0.0,1.0,0.0,Askari Heights 4,DHA Phase 5,0,3.0,1.0,1.0,12.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
3499,3.0,6.0,3.0,0.0,1.0,1.0,Smama Star Mall & Residency,Gulberg Greens,0,1.0,6.0,1.0,6.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Single/None
3141,2.0,4.0,2.0,1.0,1.0,1.0,I-12,I-12,1,1.0,8.0,2.0,9.0,0.0,Brand New (2025),Mid-Level,Mid Rise Core,Dual Setup
5815,2.0,4.0,2.0,1.0,1.0,2.0,Goldcrest Highlife,DHA Phase 2,0,4.0,1.0,10.0,32.0,0.0,Future,Ground/First Floor,Skyscarper,High-Capacity
1699,2.0,4.0,2.0,1.0,1.0,1.0,MPCHS,MPCHS - Multi Gardens,1,1.0,1.0,1.0,5.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
3579,3.0,7.0,3.0,1.0,1.0,1.0,Goldcrest Views,DHA Phase 2,0,1.0,24.0,6.0,40.0,0.0,Future,High-Rise,Skyscarper,High-Capacity
2102,1.0,3.0,1.0,2.0,1.0,1.0,DHA Phase 5,DHA Phase 5,0,1.0,3.0,1.0,7.0,0.0,Future,Lower Floors,Mid Rise Core,Single/None
2896,1.0,5.0,1.0,1.0,1.0,1.0,Zeta-1 Mall,GT Road,0,2.0,1.0,3.0,15.0,1.0,Brand New (2025),Ground/First Floor,High Rise,Multiple Bank
4121,2.0,9.0,2.0,1.0,1.0,1.0,E-11,E-11,0,1.0,1.0,1.0,13.0,0.0,Modern Era,Ground/First Floor,High Rise,Single/None
4590,2.0,7.0,2.0,1.0,1.0,0.0,G-11,G-11,1,1.0,5.0,3.0,10.0,1.0,Brand New (2025),Lower Floors,Mid Rise Core,Multiple Bank
991,2.0,6.0,2.0,1.0,1.0,1.0,Capital Residencia,Margalla Hills-2,0,1.0,2.0,3.0,15.0,0.0,Recently Built,Lower Floors,High Rise,Multiple Bank
4350,2.0,4.0,2.0,1.0,1.0,1.0,I-12,I-12,1,1.0,3.0,2.0,9.0,0.0,Brand New (2025),Lower Floors,Mid Rise Core,Dual Setup
2978,2.0,5.0,1.0,1.0,1.0,1.0,Cube Apartments,Bahria Enclave,0,1.0,1.0,4.0,9.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Multiple Bank
1976,1.0,4.0,1.0,1.0,1.0,1.0,DHA Phase 5,DHA Phase 5,0,1.0,1.0,1.0,1.0,0.0,Future,Ground/First Floor,Ground/Flat,Single/None
590,2.0,5.0,3.0,1.0,1.0,1.0,G-11,G-11,0,2.0,1.0,3.0,3.0,0.0,Recently Built,Ground/First Floor,Lower Levels,Multiple Bank
3731,3.0,7.0,2.0,1.0,2.0,1.0,Elysium Mall,Blue Area,0,1.0,1.0,1.0,3.0,1.0,Brand New (2025),Ground/First Floor,Lower Levels,Single/None
3309,4.0,10.0,4.0,1.0,1.0,1.0,E-11,E-11,0,1.0,3.0,1.0,4.0,0.0,Brand New (2025),Lower Floors,Lower Levels,Single/None
2405,2.0,3.0,2.0,1.0,1.0,1.0,F-17,F-17,0,1.0,1.0,1.0,5.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
2626,1.0,3.0,1.0,2.0,1.0,1.0,Cube Apartments,Bahria Enclave,0,1.0,7.0,4.0,9.0,0.0,Recently Built,Mid-Level,Mid Rise Core,Multiple Bank
2215,1.0,1.0,1.0,0.0,1.0,0.0,PWD Housing Scheme,PWD Housing Scheme,0,2.0,2.0,1.0,4.0,0.0,Recently Built,Lower Floors,Lower Levels,Single/None
6160,2.0,7.0,2.0,1.0,1.0,1.0,G-11,G-11,1,1.0,5.0,3.0,10.0,1.0,Brand New (2025),Lower Floors,Mid Rise Core,Multiple Bank
88,2.0,3.0,2.0,1.0,1.0,2.0,Smama Star Mall & Residency,Gulberg Greens,0,1.0,1.0,3.0,10.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Multiple Bank
495,2.0,8.0,2.0,1.0,1.0,1.0,F-11,F-11,0,1.0,1.0,1.0,9.0,0.0,Modern Era,Ground/First Floor,Mid Rise Core,Single/None
4842,2.0,7.0,2.0,1.0,1.0,1.0,Skypark One,Gulberg Greens,0,1.0,1.0,8.0,14.0,0.0,Recently Built,Ground/First Floor,High Rise,High-Capacity
6387,2.0,4.0,2.0,2.0,1.0,2.0,F-17,F-17,0,1.0,1.0,1.0,6.0,0.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
3596,2.0,6.0,2.0,1.0,1.0,1.0,Bani Gala,Bani Gala,0,4.0,4.0,2.0,6.0,0.0,Modern Era,Lower Floors,Mid Rise Core,Dual Setup
3800,2.0,8.0,2.0,1.0,2.0,1.0,Zeta-1 Mall,GT Road,0,2.0,1.0,1.0,1.0,1.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
6363,1.0,3.0,1.0,1.0,1.0,1.0,H-13,H-13,0,1.0,1.0,1.0,6.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
735,5.0,12.0,4.0,1.0,1.0,1.0,Sukh Chayn Residence,F-10,0,2.0,1.0,1.0,12.0,1.0,Brand New (2025),Ground/First Floor,Mid Rise Core,Single/None
4407,4.0,12.0,3.0,1.0,1.0,1.0,Askari Tower 4,DHA Phase 5,0,2.0,11.0,2.0,12.0,0.0,Recently Built,High-Rise,Mid Rise Core,Dual Setup
3838,3.0,8.0,3.0,1.0,1.0,1.0,Capital Residencia,Margalla Hills-2,1,1.0,1.0,2.0,15.0,0.0,Recently Built,Ground/First Floor,High Rise,Dual Setup
6337,2.0,4.0,2.0,1.0,1.0,1.0,Residency,DHA Phase 2,0,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
5454,1.0,3.0,1.0,2.0,1.0,1.0,Sofia Sapphire,Mumtaz City,0,1.0,4.0,6.0,11.0,0.0,Brand New (2025),Lower Floors,Mid Rise Core,High-Capacity
2344,3.0,6.0,3.0,1.0,1.0,0.0,Residency,DHA Phase 2,0,1.0,1.0,1.0,1.0,0.0,Recently Built,Ground/First Floor,Ground/Flat,Single/None
692,4.0,12.0,3.0,1.0,1.0,1.0,Karakoram Diplomatic Enclave,Karakoram Diplomatic Enclave,0,1.0,1.0,10.0,11.0,1.0,Modern Era,Ground/First Floor,Mid Rise Core,High-Capacity
1202,1.0,4.0,1.0,2.0,2.0,1.0,Sukh Chayn Residence,F-10,0,1.0,1.0,1.0,12.0,1.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
1993,1.0,5.0,1.0,1.0,1.0,1.0,Bahria Enclave,Bahria Enclave,0,1.0,2.0,4.0,9.0,0.0,Brand New (2025),Lower Floors,Mid Rise Core,Multiple Bank
5500,1.0,2.0,1.0,1.0,1.0,1.0,Bahria Enclave,Bahria Town,0,1.0,6.0,4.0,12.0,0.0,Brand New (2025),Mid-Level,Mid Rise Core,Multiple Bank
5357,2.0,5.0,2.0,1.0,1.0,1.0,Faisal Town Phase 1,Faisal Town Phase 1,0,1.0,10.0,2.0,18.0,0.0,Recently Built,Mid-Level,High Rise,Dual Setup
5705,4.0,20.0,3.0,1.0,1.0,1.0,Executive Heights,F-11,0,2.0,6.0,6.0,8.0,1.0,Modern Era,Mid-Level,Mid Rise Core,High-Capacity
2031,2.0,6.0,2.0,1.0,1.0,1.0,Gulberg Heights,Gulberg Greens,0,1.0,3.0,2.0,6.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Dual Setup
4147,1.0,3.0,1.0,1.0,1.0,1.0,F-10,F-10,0,2.0,2.0,1.0,2.0,1.0,Brand New (2025),Lower Floors,Lower Levels,Single/None
1936,1.0,2.0,1.0,1.0,1.0,1.0,E-11,E-11,0,1.0,3.0,1.0,6.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Single/None
593,2.0,4.0,2.0,1.0,1.0,1.0,I-16,I-16,0,2.0,1.0,2.0,7.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Dual Setup
4683,3.0,12.0,3.0,1.0,1.0,1.0,Askari Tower 3,DHA Phase 5,1,2.0,1.0,2.0,12.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Dual Setup
4584,1.0,2.0,1.0,1.0,1.0,1.0,DHA Phase 1,DHA Phase 1,0,1.0,10.0,1.0,10.0,0.0,Established,Mid-Level,Mid Rise Core,Single/None
85,4.0,10.0,3.0,1.0,1.0,1.0,Eighteen,Kashmir Highway,0,3.0,1.0,4.0,6.0,1.0,Recently Built,Ground/First Floor,Mid Rise Core,Multiple Bank
4154,2.0,3.0,2.0,0.0,2.0,0.0,The Magnus,Top City 1,0,2.0,1.0,1.0,1.0,0.0,Brand New (2025),Ground/First Floor,Ground/Flat,Single/None
6393,3.0,8.0,3.0,1.0,2.0,1.0,D-17,D-17,1,1.0,1.0,1.0,4.0,0.0,Modern Era,Ground/First Floor,Lower Levels,Single/None
2128,2.0,5.0,2.0,1.0,1.0,1.0,Gulberg Greens,Gulberg Greens,0,2.0,4.0,4.0,7.0,0.0,Recently Built,Lower Floors,Mid Rise Core,Multiple Bank
2523,1.0,3.0,1.0,1.0,1.0,1.0,Top City 1,Top City 1,0,1.0,1.0,1.0,14.0,0.0,Future,Ground/First Floor,High Rise,Single/None
5224,2.0,4.0,2.0,1.0,1.0,1.0,Faisal Town,Faisal Town Phase 1,0,1.0,1.0,1.0,5.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
3966,4.0,11.0,3.0,1.0,1.0,1.0,Askari Tower 1,DHA Phase 2,0,1.0,1.0,1.0,1.0,0.0,Modern Era,Ground/First Floor,Ground/Flat,Single/None
5360,4.0,8.0,3.0,1.0,1.0,1.0,The Galleria,Bahria Enclave,0,2.0,1.0,1.0,8.0,0.0,Recently Built,Ground/First Floor,Mid Rise Core,Single/None
